"text","link","reply","class"
"letroy guion michael cohen and that article",0,1,1
"Luckily her loud screaming is drowned by my thoughts of homicide  kinda",0,0,1
"Rodgers playing like the best QB in the NFL",0,0,1
"And another shooting in the States today  Still keep all your weapons America  Keep on setting a great example",0,0,1
"An extensive arsenal wouldn't seem necessary to deal with an outbreak of workplace violence at a Christmas party",0,1,1
"Thanks for a great game",0,1,1
"I am SO surprised WICKED paid for commercials during tonight's",0,0,1
"Starting off the weekend right having duty day",0,0,1
"A1 I once waited 17 hours for a parcel of Osmia avosetta larvae Totally worth it beeschat beerchat",1,0,1
"Hey Wild fans Did you know that the Wild are playing an outdoor Stadium Series game  WeGetIt StillTwoMonthsAway",0,0,1
"wow I'm so hurt I might just cry over an overweight internet troll  hun Go away troll Back to mommy's basement",0,1,1
"Of course it bounces off the uprights  GBvsDET",0,0,1
"Hey I just saw TJ able to get the puck out of the zone Wow",0,0,1
"Fantasy How many blows w/ a baseball bat it would take 2 mess up that roadkill DonaldTrump calls a hairdo IHaveaDream",0,0,1
"Oh now you think he is a good hire",1,0,1
"And people wonder why I haven't been back in over 3 years",1,0,1
"Feeling important f0U009FU0099U0083",0,0,1
"Oh always",0,1,1
"Good job  fail  idiots uniteblue",1,0,1
"Does anyone know what the Department of Homeland Security doesSanBernadino KindOf",0,0,1
"well finally you agree with me It's about time that people realise I'm better at life than them  lol",0,1,1
"Good call",0,0,1
"Shooters with ties to terrorism  No way Weren't their named Jim and Tom",0,0,1
"Oh boy I'm so happy for him",0,1,1
"You know what's awesome When you're brother snapchats you that he's engaged to a girl you hate",0,0,1
"Gosh police are terrible  Maybe we should've sent antipolice protesters to find those bombs ChooseYourSide backthepolice",0,0,1
"in and out in under 20 minutes That's less than 4 minutes per car killingit",0,1,1
"Davidson showed him",1,0,1
"Thank You Mr Rodgers",0,0,1
"Terrible by the QB and Reciever but it's OK when 87 comes back next year 142 Jordy means that much",0,1,1
"Good start Pack We got em right where we want them",0,0,1
"Watching Green Bay and Kentucky Wildcats play and working on a research paper It's so much fun homework college",0,0,1
"Good job   playtolzien",0,0,1
"More abuse of power by TheAuthority big surprise huh  Boring WWE SmackDown",0,0,1
"but Shaq is hilarious  hecantread",0,1,1
"Well of course After all we have to look at the root causes for this incident Those 2 are clearly the victims right",0,1,1
"you know for JE and that 14",0,1,1
"lines are looking terrible",0,1,1
"Practice today gave me life",1,0,1
"I'm still mad they spoiled the fact that the Batmobile has seatbelts Fucking trailer ruined the whole movie",0,1,1
"Well looks like the packers are coming out nice and sharp tonight",0,0,1
"it was the guns fault",0,1,1
"I'm so glad congress is taking away health care which prevents illness  doing nothing to prevent mass shootings",0,0,1
"there goes Bill stirring the pot again",0,1,1
"Packers trailing shocking",0,0,1
"Wha Not Birmingham Alabama  The Magic City in the State of Surprises  Shocking",0,1,1
"Who remembers these two tbt throwbackthursday throwback sesamestreet  funny",1,0,1
"It's said that  is the lowest form of wit To that I say No really Hey somebody give this person a Nobel peace prize",0,0,1
"I see the offensive play calling is much better this week  gobacktowhatworked",0,0,1
"it's classic cinema",0,1,1
"Great help by Biyombo  Fell asleep in the lane",0,0,1
"let's let children discuss Roe v Wade guess no one saw anger coming",0,0,1
"shrugs I think Carrie Underwood could have done it better TheWiz",0,0,1
"Because we can count on the honesty of jihadists",1,0,1
"Blocked by  for this  and his lack of patience to even let me explain what he couldn't understand Read the tweets weak",0,0,1
"wow These pyrotechnics are amazing",0,1,1
"Impressive special effects TheWizLive",0,0,1
"This is me when I walk up to someone and they ask what do I think  itsallaboutme seinfeld RealTalk",1,0,1
"The number of times i read bored on twitter  wow you must be so intelligent  the world at your finger tips  Yes",0,0,1
"MB dog food now packed by Purina now there's quality  Woof",0,0,1
"Gerald Green is still in Miami right  CmonSpoelstra YouAreCoachingLikeJasonKidd OKCvsMIA NBA DFS",0,0,1
"She's not spoiled at all   austincanines dogsofinstagram puppylove adoption",1,0,1
"NRA gun manufacturers need money to employ people remember Totally makes sense",1,0,1
"Make the Holidays fun with little humor jimspinx  Large Zip case 21",1,0,1
"Make the Holidays fun with little humor jimspinx  Large Zip case 21   L B L",1,0,1
"This is sad but I can't help but sadly laugh at it theonion  sanbernardino",1,0,1
"WHAT Students before data How dare you",0,1,1
"IM THE BOMB MYBIRTHDAYISMARCH9THEVENTHOYOUBETTERHAVEKNOWNTHAT  LOVEUHOE",0,1,1
"how dare you call them that",0,1,1
"OMG THIS IS SUCH SHOCKING AND GROUNDBREAKING NEWS",1,0,1
"exactly but hey it generates those clicks so I guess it's OK",0,1,1
"darling I'm in college",0,1,1
"sometimes reveals a lot of envy",1,0,1
"FB is for fun not being reminded of how terrible humans are Christians or not unpleasant facebookisforfun",0,1,1
"We can't have that",1,0,1
"Another beautiful sunset SanDiegoJaded",1,0,1
"just pray about it",0,1,1
"what Adrian You don't love it f0U009FU0099U0084",0,1,1
"Love being a lone",0,0,1
"I think my next movie will be a GIF so more people see it Working on a 1sentence script  TodaysAttentionSpan BusyBodies",0,0,1
"San Bernardino California Massacre Suspects Could Have Terror Links Really I'm shocked and dismayed",0,0,1
"Shapiro hired another guy from Cleveland I guess now the BlueJays can start replicating their blueprint for success",0,0,1
"as a white male there is no discrimination and everybody is overreacting to everything all the time",0,1,1
"My native tongue Allowing me to be mean without people thinking I'm really being  know what I mean",1,0,1
"I can tell you've read the bible in great detail",0,1,1
"It's great to see where your true concern comes from  Thanks for standing up for safety",1,0,1
"My favorite part about visiting my parents is the criticism and complaining",0,0,1
"Guess I needed to add the     Didn't think anyone could think that was a serious comment",0,1,1
"Wow didn't think something that oozing in total sarcasm needed a",0,1,1
"penispower wtfThis takes away from the legitimacy of wrestling  DDT Pro Wrestling Move",1,0,1
"bbctw So classy Paul Nuttall",0,0,1
"Wow so powerful I thought he wanted gun violence to continue but boy was I wrong Bernie2016 Change",1,0,1
"So clearly the Feds would have no problem vetting hundreds of thousands of Syrian refugees",1,0,1
"I thought she wanted Terrorists to buy their guns in the US",0,1,1
"I love how I cant use my  fonts while CC is updating Its SUPER convenient when trying to publish content on time",0,0,1
"So says to contact  chat because my 3 month old vacuum diedGreatService",1,0,1
"SURE YOU ARE YOU DARN DURTY LIBS TRYIN TO TAKE OUR RIGHTS AWAY",0,1,1
"Glass does what he does best  nyrvscol",0,0,1
"But Dave Grohl says fuck a lot",1,0,1
"OMG I'm shocked Like no way",1,0,1
"But simple is too hard",0,0,1
"Miss Hollowpointslug  I Hate U 15/72015 rap poetry hiphop  rage mc bars spit",1,0,1
"Are you a suspected terrorist or mentally ill then you definitely should be allowed to buy guns  estuuuupid",0,0,1
"An awesome example of a good user experience on submitting a form",1,0,1
"why stop at closing Burn them to the ground  isis",0,1,1
"That's called gamification of research",1,0,1
"Nothing gets me more pumped than an xfinity commercial every five minutes at",0,0,1
"since some guns end some  of pregnancies aren't they something to attack/defund/ban/regulate like",0,0,1
"s believable",1,1,1
"Bright future for Argentine football if this is the outcome today AFA",0,0,1
"So Mark Furman was a racist",1,0,1
"Good to know US Senate is backing up all those thoughts and prayers with action",1,0,1
"Some big gals I have seen could handle themselves But I'm not in favor of it Just",0,1,1
"Great scientific argument from Piers Corbyn 'look at the graph'  thisweek",0,0,1
"Fortunately for you MedMal is one of the 3 things I do better than play World of Warcraft  tsl lawyer law funny ermlaw",0,0,1
"I forgot the  on my tweet above",0,1,1
"Oh no Another shooting in a GUN FREE ZONE  How does this keep happening",0,0,1
"she look like she about sneeze lmao",0,0,1
"I honestly feel bad for UK fans because they have to wait until basketball to feel relevant",0,1,1
"Occupational therapy WHAT occupation The guy is a pimp No literally a literal pimp tsl  ermlaw lawyer funny law",0,0,1
"Gotta LOVE auto DMs that are now 5000 characters long YEAH I'm gonna read it all",0,0,1
"Some people don't understand sarcasm Which makes it all the more fun for the sarcasist I made that word up I like it",0,0,1
"Me talks about my dayDad are you lonely Do you need a hug thanksdad",0,0,1
"Bitch I know when someone unfollows me so then I can return the favour Follow me Change your mind",1,0,1
"Some people are just not intelligent enough to understand",0,1,1
"Why would block someone for speaking the truth",0,1,1
"because political correctness is working so well",0,1,1
"Winters in San Diego are so rough that I actually had to break out my beanies to go with my crop tops",1,0,1
"Shocking",1,0,1
"Mate Come on",0,1,1
"Good job government You're clearly working",1,0,1
"Man the world is a messed up place I'm sure glad I can depend on Facebook to keep things real",0,0,1
"Somebody please help me I'm soooo scared of climate change and global warming",0,0,1
"Migrant ran people smuggling ring from UK hostel",1,0,1
"I love how everyone becomes an anti war keyboard crusader on social media preaching their opinions  SyriaVote Syria",0,0,1
"Oh I don't know  I often discuss my personal details with complete strangers over a public forum",0,0,1
"Wow So glad I am watching qt Now I fully understand the argument for bombing Syria  bbcqt",0,0,1
"MeanwhileAustralia Enjoys Another Peaceful Day Under Oppressive Gun Control Regime SanBernadino",1,0,1
"Children I shall force you to PERISH during the night I shall DEVOUR your brains as I watch you sleep strongverb BobTheElf AW",0,0,1
"Clearly on the video u can see the officers outgunned  outnumbered Right",1,0,1
"have thoughts and prayers   That fixes everything",1,1,1
"man I sure hope all 10 of those people see your high quality sports comments",0,1,1
"He should be fired RichHomieQuan Millennials VIDEO",0,1,1
"Weeknd comment was  for the laymen",0,0,1
"Thx Hidden Valley Ranch 4 making 2 ranch dips packets lk exactly the same but w/ 1 minuscule change n the ingredients  gluten",0,0,1
"I don't think this guy understand",1,0,1
"Seems like BP got out of manslaughter despite its gross negligence America is really showing the rest of us how justice is done",0,0,1
"Need gun control there too because there is none already in New York",1,0,1
"Sorry",0,1,1
"well it certainly isn't whiteprivilege because we all know that there's a whitegenocide going on",0,1,1
"Bachelor Christmas",1,0,1
"Give the fan girls what they want eh  Weird definition of exciting like",0,1,1
"I'm sure there were many logical callers for this one",0,1,1
"This however is all part of the Tracking to Sustainability Plan it must be really good for us",0,1,1
"what could possibly go wrong  can't believe they'd even suggest something so asinine",0,1,1
"Wow  has a great broadcast going right now  fix it fellas",0,0,1
"then let's start the madnessRonaldJohnson  Chicoverup BlackLivesMatter stfu",1,1,1
"Its past the TradeDeadline but can this happen before this weekend Couldn't happen to a better franchise  person",0,1,1
"NO NOT RAND PAUL",0,1,1
"I see the Tory Tyson Fury is out tonight  bbcqt",0,0,1
"My life caffeine  inappropriatethoughts inappropriatehumor run lol funny quotes",1,0,1
"BUT BUT BUT why didnt the police shoot the terrorists in the arm or leg why did they have to kill st cops",1,0,1
"AC  Why not give away heaters it's cold out there   ACSyndicate",0,1,1
"Finished my homework and it's not even midnight So glad and happy and not tired and ALLGood for me i guess  schoolisannoyingaf",0,0,1
"Looks like at least someone is profiting from this war Arms manufacturers stocks soar",1,0,1
"I've always wanted to know what it was like to live in the 1950's",1,0,1
"Let's blame stores that sell Firearms legally because they are the Problem",1,0,1
"Wow The netnerds have a massive problem with Superman vs BatmanColor me shocked",0,0,1
"food huh i guess u mean chocolates n candy",1,0,1
"I hope they play yellow  Coldplay",0,1,1
"I wish all I had to do all day was sit around and bitch to companies on social media",0,0,1
"Wow im truly inspired by you DJ Khaled",1,0,1
"yes guns for everyone That is absolutely the right answer You are paving the way for our kids futures",0,1,1
"The religion is peaceful though",1,0,1
"BBCPapers has three more ultrarightwing bastards yet again Cool",0,0,1
"that's me The silliest of gooses Why didn't I think of something so obvious",0,1,1
"Yeah The USA needs more guns Right idiots  violence",1,0,1
"When  and  doesn't get  only my money",1,0,1
"Yea Imagine how much fair I could save if ever I've mastered San Goku's instant transmission Technique  MoneyProblems",0,0,1
"Anime crotch pillows Yes please",1,0,1
"You're very smart Hilary If the lawabiding citizens give up their guns the criminals will as well  2ndAmendmentStrong",0,0,1
"Good choice by the NFL for picking Coldplay to perform the halftime show Nothing pumps me up like fucking Coldplay",0,0,1
"They seem like such nice people  What unhappy frightened lives they must lead",0,1,1
"yeah because the Inquisition was so civil when it came to spreading Christianity",0,1,1
"Millions of Muslims would believe you NotMe I know your",0,1,1
"f0U009FU00A4U0093 back in Sunny Buck  again today what an interesting day",0,0,1
"id say that was a pretty good day",0,0,1
"so your thoughts on preventing gun violence in the US Are to arm everyone and let god sort them out right Great plan",0,1,1
"It's just really good they understand the importance of institutional knowledge you know",0,1,1
"But they forgot to wipe the cloud lmao",0,1,1
"no arguing with such an amazing intellect I mean Fuck You That's deep Such a brutal retort",0,1,1
"Another great  decision hopeididntoffend",1,0,1
"Yeah he'd be a horrible player in other systems All his success is due to Kerr and Walton",1,0,1
"I am DeadSexy Y'all",1,0,1
"ummmmmmmm What were they thinking of signing signing that guy  MetsTwitter",0,1,1
"Both of them are coming for Christmas she will have my kids and ex's kids for company They are all similar ages",0,0,1
"Because some days you just need to blow off some steam  blowfish  lol",1,0,1
"I know when I think of stadium sports anthems Coldplay is always at the top of the list  SuperBowl",0,0,1
"you mean another sports reporter is covering the Vikings how newsworthy",1,0,1
"Glad we've basically got the  front office with how good they've been lately  BlueJays",0,0,1
"thanks for showing an honest and non distorted picture on went on for for over 400 years",0,1,1
"I woke up already having an anxiety attack before I even opened my eyesGlorious is the life I lead",0,0,1
"hard to impress should be your middle name",0,1,1
"It's nice to know that there are people who are never wrong  what would we do without themRead above with heavy",0,0,1
"DEMAND EVERYONE TURN IN THEIR GUNS IMMEDIATELY ANYONE WHO DOESN'T SHOULD BE PUT IN JAIL TODAY",1,0,1
"YES DEMAND EVERYONE TURN IN THEIR GUNS IMMEDIATELY",1,0,1
"will you PLEASE just come out say itWE DEMAND EVERYONE TURN IN THEIR GUNS  ALL OF THEM  NOW gunsense 2a",0,1,1
"defunding PP is a great idea bc women don't deserve breast examines and other necessary checkups for a low price great idea",0,0,1
"You heard it here first Motion rating does not matter Samsung Wow",0,0,1
"Well if Amy Schumer a comedian says so I guess we should",0,1,1
"Here comes Bindi on sunriseCannot wait to hear her talkalwaystalkslikesheshostingsomeshow",0,0,1
"Love when companies pass the buck between each other",0,0,1
"I LOVE a living room full of stinky hockey equipment  stinkyhockeygear hockeylife",1,0,1
"She gone text me as she walking to the bus stop Thanks for walking me   know what I said Thanks for leaving me",1,0,1
"Good news Just got a callfrom a Louisiana numberthat said I won a free cruise to the Bahamas Man How lucky am I  IhungUp",0,0,1
"what you mean they went outside of their own country for the halftime show How unAmerican",0,1,1
"yesterday's express by 1pm delivery still hasn't arrived 20hours and counting greatservice",0,1,1
"The nanny government",1,0,1
"Losers bracket wohooo fun fun fun fun fun",0,0,1
"It is the only thing that makes sense you're a dingleberry to think radical Islam is to blame",0,1,1
"Man I love driving I80 south of Chicago traffic is awesome with so many smart drivers",0,0,1
"Kids last half day at school So glad we have no internet or power at home when they get home early",0,0,1
"he didn't how come",1,0,1
"If there's one thing I know about nfl fans it's that they love British emo bands Coldplay",0,0,1
"Feeling fab",0,0,1
"Didn't see that one coming",0,1,1
"Way to go   this is such sad news   please help bringbackourtacos",1,0,1
"I'm still trying to figure out who the hell Billy Joe Travis was in  a robe",1,1,1
"Because you're a congenital racist idiot who cannot understand  you win today's prize of InstaMute a fool",1,0,1
"Sure because YOU clearly have a firm grasp on the Truth  RWNJ SanBernardino",0,1,1
"Can't wait to hear the extensive list of upbeat and SuperBowl worthy songs Coldplay has to offer this year",0,0,1
"YESColdplay will headline the Super Bowl 50 halftime show",1,0,1
"Whaaaaat FIFA corrupted shocker",1,0,1
"I love getting emails to track my package and when I click on the link it says it can't find my package",0,0,1
"Anxiety level on a scale of 110 mine 1476385448 I love it",0,0,1
"This day keeps getting better and better 2166 on GPBUSD",0,0,1
"Well  seems to only be fitting when u choose  Or do you consider twitter disc of univ to be safespace",0,0,1
"Ban everything ban cars  theyre the major reason for drunk driving deaths",0,1,1
"Takes a big man to openly admit you got put in your place in public There's hope for you yet",1,0,1
"It takes a big man to admit that he got put in his place in a public place I have new respect for you Chris",0,1,1
"Let's stamp tweets with  or FACETIOUS when we arein factbeing such PPL can't see the obviousthe stupid replies R killing me LOL",0,0,1
"hey how about a damn traffic update when the whole highway is at a standstill Thanks",0,1,1
"Shocking",1,0,1
"Cigarette smoke is exactly what you want to breathe in while you are exercising  f0U009FU0099U0084",0,0,1
"terrorismwhen white man shoots up a church Workplace violencewhen more than 1 Muslim shoots up place of business",0,1,1
"I love hearing about rich people doing things for other rich people",0,1,1
"Good to know they aren't pandering to the lowestcommon denominator or anything",0,1,1
"And it couldn't have happened to a nicer bunch of predatory corporations  BigAg lawsuits",0,1,1
"now all they need to do is put the equally successful Adele next to him",0,1,1
"Believe me nobody is accusing the chiropractor of billing a reasonable amount tsl  law lawyer humor",0,0,1
"If women were better at this sort of thing there would be more of them Clearly it is a pipeline problem",0,1,1
"Welp that's another SB halftime show not to be watched Good job NFL",0,0,1
"Oh this is too much for me  looks for unfollow button joking",0,1,1
"obviously they were preppers",0,1,1
"Nice to see our leaders are so productive  dickmeasuringcontest",1,0,1
"Nothing says smash mouth football like Coldplay good job   no seriously this is a awful performer for halftime NFL is clueless",0,0,1
"The SanBernadino shooters obtained their assault rifles and ammo legally in the US BecauseFreedom NRA",0,0,1
"bravo thanks for the quick response NOT  poorservice",0,1,1
"So Ricky Nixon gets arrested for abusive social media posts yet 's trolls don't That seems fair",0,0,1
"I would be in a coma or dead if i wanted to go by this P morbid  deathly darksarcasm",1,0,1
"was this for his performance at Talladega during the final green flag restart",0,1,1
"WorkplaceViolence terroristattack I thought that we had ISIS undercontrol   eyeroll commanderinchief wooloverhiseyes",0,0,1
"Im sure it was just some m80's strapped to a toy car for fun",1,0,1
"Holy shit Did  leak this This new evidence absolutely blows my mind",0,1,1
"Phew that's a relief So easy to get mixed up",1,0,1
"I can see her thighs Does this mean it's not getting a western release",0,1,1
"I'm a california  licensed 'bring everybody back down to earth' machine tsl ermlaw  lawyer funny",0,0,1
"SHOCKER CNN sources San Bernardino shooter likely radicalized communicated with more than one international terror suspect",0,0,1
"The NFL heard that you like artists that have mass appeal and sell lots of records so they booked Coldplay cynicaltweets  humour",0,0,1
"I know man I mean to make it fair to the Yankees",0,1,1
"Don't worry guys I have the solution just print these up and post them everywhere Problem solved",1,0,1
"Well that should be fun and exciting",1,0,1
"instead of typing out thoughts and prayers just go with T/P or TP  lots easier  thoughtsandprayers SanBernadino",0,0,1
"just as i suspected GREAT DAY",0,0,1
"you forgot",1,0,1
"Thanks ubisoft",0,0,1
"A white NRA member pushed him to it I'm sure",0,1,1
"I've been friends with my mom 4 years Thanks Facebook Bringing people together  mymomisthecoolest youcantsitwithus",0,0,1
"let's be more like Europe And take away their rights and remove them from society",0,1,1
"Work should be fun with this pounding headache",0,0,1
"The Only Running I do Is LATE",1,0,1
"The Only Running I do Is LATE",1,0,1
"The Only Running I do Is LATE",1,0,1
"The Only Running I do Is LATE",1,0,1
"I meant I wish the 'Limiit' had been reached",0,1,1
"Another Chipmunks  because you know we needed another one",1,0,1
"Oh good someone revived the MOST ANNOYING THINGS WITH CREO  thread on the  Community",0,0,1
"Hey   care to ask the Abndp about this Bill6 must be about safety if this is true",1,0,1
"Lol That's right wine  funnyquote",1,0,1
"Phew Now we can put that  into thoughts  prayers for the victims of gun violence where it belongs  Merica",1,0,1
"The Senate has voted to defund PlannedParenthood which is great because that is obviously America's number one issue right now",0,0,1
"Oh no wait",0,0,1
"That  totally nailed it",1,0,1
"No You are kidding",0,1,1
"Our government keeps getting better and better by the day",0,1,1
"SanBernadino was planned by Illuminati Let's get some guns  shoot everyone   SanBernadinoShooting",1,0,1
"You mean FAT people want to be treated as EQUALS You mean they wanna be happy and comfortable in their own skin FatPride",0,0,1
"a tiny bit posedcliche",0,1,1
"I love being sick and having stuffed up bleeding sinuses",0,0,1
"Hope you know I was kidding on the need more gun control laws",0,0,1
"But parents would never fight in front of their kids  shitpeoplesay",0,0,1
"When people ask stupid questions  thisactuallyhappened",1,0,1
"4 people have to be hurt by a shooter Raise that number to 10 and mass shootings will go down That's how it works right  America",0,0,1
"Nothing beats the feeling of bombing a math quiz",0,0,1
"hover board I suppose my car is a hover car And my bike is a hover board Hmm the future IS here",0,1,1
"I AM SHOCKED A world organization that is CORRUPT",0,1,1
"You know has been a good final when your classmate starts crying walking out the room",0,0,1
"thanks for helping me be productive at work",0,1,1
"sends his thoughts and prayers to the victims I can only assume he'll be mocked by MSM too right SanBernadino",0,1,1
"yeah I'm a fucking genius",0,1,1
"Awesome people  for stupid/idiot/infedel people Lol",0,0,1
"Wow and  never talks smack about anyone  Now I am upset",0,1,1
"please tell me Phil forgot the  after that post Is he suggesting feds should confiscate every gun",0,1,1
"The NHL wants Chicago Pittsburgh and Boston to host it 3 more times each before coming back here",1,0,1
"help help i can't get up Oh no Oh no  puppylove snuggleapuppy",1,0,1
"He still needs to win the Nobel Peace Prize",0,1,1
"congrats on the 3 song playlist you have been playing for months now Brightens my bathroom trips at work",0,1,1
"if they only could've seen your snap haha",0,1,1
"bcs d shit out of pple is illegal",0,0,1
"no they need lots more guns Everywhere If people are shot cos they don't carry enough guns it's their fault",0,1,1
"but what about racism against whitepeople I feel oppressed when minorities are cast as superheroes /",0,1,1
"How are we supposed to tell which naturalborn middleclass Americans are secretly Muslim terrorists",0,0,1
"Urban Outfitters down 65 today Maybe URBN needs to buy a burrito chain to go along with its pizza restaurant",0,0,1
"when was there a mass shooting  Oh you mean the terrorist attack in CA   dontgetmadatmealan",0,1,1
"LorettaLynch continues her Emerylike rampage against FIFA",0,0,1
"you should tell the authorities in Ca this so they can end their investigation",0,1,1
"I'm so glad your a grown up",0,0,1
"The mind is a terrible thing to waste IG that's why mfs stay in school go to work and stay humble",0,0,1
"Great way to spend your time guys Amazing Love it  Obama will veto it so it does absolutely nothing",1,0,1
"no security detail",0,1,1
"Omg Tommy Robinson being a racist again Lmao",1,0,1
"Pretty sure I broke my finger Sweet",0,0,1
"first episode VII then Penguin",1,1,1
"so true Good on Jezza socialismrules",0,1,1
"Just the advertising Go Pro didn't want Catch all your Islamic extremist jihad  action as it happens",0,0,1
"sure he does",0,1,1
"This week just keeps getting better",0,0,1
"puzzled from the guy wearing glasses in his Twitter profile",0,1,1
"San Bernardino 12 pipe bombs found motive still unclear really It's definitely because of marital jealouse terrorism",0,0,1
"I'm super offended ppl think I can't handle spice I ate a whole pepper once",0,1,1
"So is bomb hoarding",0,1,1
"C'mon Technically only Kaler and the MnSCU Board can raise tuition",0,1,1
"No sir we've got 42 computers here and not a damn one is connected to a printer Just ignore the foothigh sign  librarylife",0,0,1
"So are you saying this was not workplace violence like the President hypothesized",0,1,1
"That really comes as a huge surprise right  I do appreciate the idea though Even if it was a lost cause before start",0,1,1
"Oh another shocker",1,0,1
"it's not a killing machine it's a sporting good",0,1,1
"Bharat Jald Badlega coz now Delhi's Members of Assembly will receive 225000/Month salary Gross instead of 88k",0,0,1
"I'm totally fine Not stressed at all Sleeping plenty",1,0,1
"Incontrovertible proof that God  Jesus are listening",1,0,1
"lol I was so just kidding  trolllife",0,1,1
"Just that one at Fort Hood right",1,0,1
"Oh hurrah soon on Android I can have the unicorn emoji I have been waiting all my life for this",0,0,1
"But But How are we supposed to blame criminals How are we supposed to rail against gun control",1,0,1
"sounds like work violence to me",0,1,1
"I mean what motive do you need to have 12 pipe bombs and 1000's of rounds of ammo Good grief",1,0,1
"Awwww I was betting it would go down",0,1,1
"They're not lone wolf shooters like sandyhook columbine virginiatech ColoradoMovieTheater Whatarelief",1,0,1
"Another day on paradise Let's try the most famous freetoplay dating sim",1,0,1
"Darn That wouldve been so cool",1,0,1
"RT PackerReport You wait all week  I know for my Packers prediction I've got four in a row wrong",1,0,1
"Pipe bombs are illegal how in the world did the laws not stop them from having them",1,0,1
"I can't wait I've been in medicine forever  have never seen perfection",0,1,1
"Too bad to be bad",0,0,1
"KMENews Haha Why people are afraid of blood Something scary",0,0,1
"War and bombings are so very good for weapons manufacturers and greedy capitalist developers Well done you men  vileness",0,0,1
"Thankful that they canceled our cable connection can't watch this tonight",1,0,1
"Not surprised Real athletes won't be affected",1,0,1
"You wait all week  I know for my Packers prediction I've got four in a row wrong Loser",1,0,1
"Just followed   Looking forward to blaming him for everything biasedmedia",0,0,1
"Because including it hurts the narrative And the narrative must not be hurt It has feelings too",0,1,1
"Thx for saying hi to me but having all your friends laugh while you do it that's so kind of you thanks I appreciate it so much",0,0,1
"It's so simple ConservativeLogic",0,1,1
"Karachites if more of the same is dear to you ChooseKiteChooseWell",0,0,1
"think you left out",0,1,1
"Pashtuns and  That is not a match I have to delete the tweet",0,0,1
"Shoot me People shouting suggestions always works",0,0,1
"fo sho dont come to my hood",0,1,1
"yes the moment your ship will become canon whole world will get rid of all the issues why no one told that to show creators that",0,0,1
"Cheers for all those good cops",1,0,1
"well im in tears ive called the samaritans etc because this is has really upset me  how dare ken not vote for Hills",0,1,1
"Grim Thursday night at kles is a joy to be with",1,0,1
"The Floods were pretty bad on way home I would have taken a picture but I was on the phone",0,0,1
"Brown was using that as an example of a coach going to interview for a job",0,1,1
"thanks  for the life saving wifi service",0,0,1
"Well since she's embarrassed white and not a street criminal might as well go easy on her",0,1,1
"Loved  latest blog for aiding me to continue justifying my use of",1,0,1
"Jeez Andrew you being conscious is upsetting Especially compared to the many injustices in the world",1,0,1
"Another week and another tragedy on the news The people praying mustn't be praying hard enough",1,0,1
"LoL  being sarcastic",1,0,1
"Biotech ETF IBB down nearly 3 today Did Hillary Clinton tweet something again about drug prices",0,0,1
"Because that is a normal amount of ordinance to have when you are just upset with your coworkers tcot",1,0,1
"I love how drivers think putting their phone on speaker  holding by their mouth isn't DistractedDriving  YegTraffic BeSafe",0,0,1
"It's said that  is the lowest form of wit To that I say No really Hey somebody give this person a Nobel peace prize",0,0,1
"Gee there's a shock",0,1,1
"This cracks me up FitnessHumor  Humor",1,0,1
"TheDoctors Mike is right Maggie  there's absolutely no chance the rabbit will catch anything in the lab",0,0,1
"uhhh You don't say Barry What made you think that",0,1,1
"'Laughing became a luxurybut we wanted 2make ppl laugh   is perfect weapon against fear' mydemocracy",1,0,1
"Don't be  INcredible  wordplay hilarious",1,0,1
"and it totally redeems the NFL after they tried to discredit shame and threaten Omalu and his family",0,1,1
"Waking up at 2am is what I really need after a long day at work",0,0,1
"they won't if it's considered as act of God  and I think it is an act of God and not bec of illegal constructions",0,1,1
"Exceptional service from EE tonight  poorsignal fedup useless takingmycustomelsewhere",0,0,1
"Damn our convos are always lit",0,0,1
"It can't bePOTUS said its workplace violence",1,0,1
"Grammar It's way more fun when you're insulting someone  Learning",1,0,1
"25 glowsticks for 5 Wont be here int time for mff furry firstworldproblems notreally",1,0,1
"LOL TheIntern is funny we need more laughter Some people just don't know  when they see it fooledme",1,0,1
"Oh my god I'm truly shocked",1,0,1
"Who cares about endangered animals coal is WAY more important",1,0,1
"Hooray for supplymanagement   Butter shortage in Canada due to consumer shift from margarine says group",1,0,1
"Uh no Only white shooters are gentle",0,1,1
"1st order of business sign more pitching  sigh more of the same",0,1,1
"how did he get so much ammo after getting mad about the Xmas party Man he works fast",0,1,1
"How did they do that Those guns with large clips are illegal in california",0,1,1
"Perhaps it's time to outlaw Killing ppl killing ppl because of their religion making bombs etc  SanBernadinoShooting",0,0,1
"I don't see any relevance with this in regards to yesterday's events",1,0,1
"oh i dunno because raat thi and she was wearing nightgown maybe",0,1,1
"I'm sure the Syrian refugees we're taking in will join in the fight against islamic terrorism like the SanBernadinoShooting",0,0,1
"I'm from yorkshire  is in my blood",0,1,1
"Catholicsexscandal pedophilia  Click on the picture and then you can scroll through all 29",1,0,1
"It's a surprise the Houthis haven't reached Riyadh up to now",0,0,1
"Stop your War on Christmas you dirty atheist",0,1,1
"I also have my pipe bombs ready",0,1,1
"Yes atleast Bush would of invaded Finland by now",0,1,1
"The suspense is terribleI hope it'll last Willy WonkaWillyWonka WillyWonkaAndTheChocolateFactory  Smartass SideEye Clapback",0,0,1
"BATMAN V SUPERMAN leaked footage",1,0,1
